key,source_language,target_language
feedback.thanksMessage,"Vielen Dank für Ihr Feedback. Damit helfen Sie uns, unsere Inhalte und die {{appName}}-App zu verbessern. Wir würden uns über weiteres Feedback freuen.",Geri bildiriminiz için çok teşekkürler. Bu sayede içeriklerimizi ve {{appName}} uygulamasını geliştirmemize yardımcı olacaksınız. Daha fazla geri bildirim almaktan memnuniyet duyarız.
feedback.close,Schließen,Kapat
feedback.negativeRating,Diese Seite ist nicht hilfreich,Bu sayfa yardımcı olmadı
feedback.positiveRating,Diese Seite ist hilfreich,Bu sayfa yardımcı oldu
intro.integreat,{{appName}},{{appName}}
intro.integreatDescription,{{appName}} ist Ihr digitaler Guide für Deutschland,"{{appName}}, Almanya'daki dijital rehberinizdir"
intro.search,Suche,Arama
intro.searchDescription,Anhand von Schlagwörtern schnell die richtige Information finden,Anahtar kelimeler kullanarak doğru bilgileri hızlıca bulun
intro.languageChange,Sprachwechsel,Dil değişimi
intro.languageChangeDescription,Einfaches Umstellen der Sprache einzelner Seiten,Her bir sayfanın dilini kolayca değiştirin
intro.events,Veranstaltungen,Etkinlikler
intro.eventsDescription,Aktuelle Veranstaltungen und Termine in der Umgebung,Çevredeki güncel etkinlikler ve tarihler
intro.offers,Angebote,Teklifler
intro.offersDescription,"Jobsuche, Praktikasuche und mehr in der Umgebung","Çevrenizde iş arama, staj arama ve daha fazlası"
intro.inquiryTitle,Einstellungen,Ayarlar
intro.inquiryIntro,"Durch Klicken auf ""{{accept}}"" erlaube ich der {{appName}}-App, ...","""{{accept}}"" üzerine tıklayarak {{appName}} uygulamasına, ..."
intro.sentryTitle,App-Stabilität,Uygulama stabilitesi
intro.sentryCondition,... mit dem automatischen Senden von Absturzberichten {{appName}} zu verbessern,"... hata raporlarının otomatik olarak gönderilmesiyle, {{appName}}'in geliştirilmesine izin veriyorum"
intro.pushNewsTitle,Push-Benachrichtigungen,Push bildirimleri
intro.pushNewsCondition,... mir Push-Benachrichtigungen zu den neuesten lokalen Nachrichten zu senden,... bana en son yerel haberler hakkında Push bildirimleri göndermesine izin veriyorum
intro.proposeCitiesTitle,Nahegelegene Orte,Yakındaki konumlar
intro.proposeCitiesCondition,... mir mithilfe meines GPS-Standortes nahegelegene Orte vorzuschlagen,... GPS konumumu kullanarak yakındaki yerleri bulmak için bana önerilerde bulunmasına izin veriyorum
intro.skip,Überspringen,Atla
intro.next,Weiter,Devam
intro.cancel,Abbrechen,İptal
intro.save,Speichern,Kaydet
intro.customize,Anpassen,Ayarla
intro.decline,Ablehnen,Sil
intro.accept,Akzeptieren,Kabul et
intro.privacyPolicy,Datenschutzerklärung,Gizlilik politikası
landing.searchCity,Ort suchen,Konum ara
landing.nearbyPlaces,Orte in der Nähe,Yakındaki konumlar
landing.noNearbyPlaces,Keine Orte in der Nähe gefunden.,Yakında herhangi bir konum bulunamadı.
landing.alert,Hinweis,Uyarı
landing.locationError,"Um Orte in der Nähe anzeigen zu können, müssen Ortungsdienste aktiviert werden.",Yakındaki konumları görüntüleyebilmek için konum servislerini etkinleştirmeniz gerekir.
landing.noPermission,Standortzugriff erforderlich,
landing.loading,Bestimme Standort...,
landing.notAvailable,Standortbestimmung deaktiviert,
landing.timeout,Standortbestimmung fehlgeschlagen,
landing.refresh,Liste der Orte aktualisieren,
layout.imprintAndContact,Impressum und Kontakt,Künye ve iletişim
layout.privacy,Datenschutz,Kişisel verilerin korunması
layout.offers,Angebote,Teklifler
layout.localInformation,Lokale Informationen,Yerel bilgiler
layout.events,Veranstaltungen,Etkinlikler
layout.noEvents,Keine Veranstaltungen,Etkinlik yok
layout.news,Nachrichten,
layout.noLanguages,Nicht verfügbar in anderen Sprachen,Diğer dillerde mevcut değil
layout.noTranslation,Keine Übersetzung verfügbar,Çeviri yok
layout.search,Suchen,Ara
layout.changeLocation,Standort wechseln,Konum değiştir
layout.changeLanguage,Sprache wechseln,Dil değiştir
layout.settings,Einstellungen,Ayarlar
layout.share,Teilen,Paylaş
layout.cancel,Abbrechen,İptal
layout.shareMessage,Gerade gefunden: {{message}},Şimdi bulundu: {{message}}
layout.shareFailDefaultMessage,Das Teilen des Inhalts ist leider fehlgeschlagen.,İçeriğin paylaşılması maalesef başarısız.
layout.disclaimer,Impressum,Künye
news.news,Nachrichten,
news.newsAlternative,Neuigkeiten,
news.localNews,Lokale Nachrichten,
news.localNewsAlternative,Lokale Neuigkeiten,
news.local,Lokal,
news.readMore,Weiterlesen,
news.currentlyNoNews,Aktuell gibt es keine Nachrichten.,
news.currentlyNoNewsAlternative,Aktuell gibt es keine Neuigkeiten.,
offers.offers,Angebote,Teklifler
search.searchPlaceholder,Suche,
settings.sentryTitle,App-Stabilität,Uygulama stabilitesi
settings.sentryDescription,Durch das automatische Senden von Absturzberichten die {{appName}}-App verbessern,Hata raporlarını otomatik olarak göndererek {{appName}} uygulamasını geliştirin
settings.pushNewsTitle,Push-Benachrichtigungen,Push bildirimleri
settings.pushNewsDescription,Push-Benachrichtigungen für die neuesten lokalen Nachrichten erhalten,En son yerel haberler için Push bildirimleri alın
settings.proposeCitiesTitle,Nahegelegene Orte,Yakındaki konumlar
settings.proposeCitiesDescription,Mithilfe des GPS-Standortes Vorschläge für nahegelegene Orte erhalten,GPS konumunu kullanarak yakındaki konumlar için öneriler alın
settings.about,Über {{appName}},{{appName}} hakkında
settings.privacyPolicy,Datenschutzerklärung,Gizlilik politikası
settings.version,Version: {{version}},Versiyon: {{version}}
settings.openSourceLicenses,Open-Source-Lizenzen,Açık kaynak lisansları
snackbar.grantPermission,Erlauben,İzin ver
snackbar.deactivateFeature,Feature deaktivieren,Özelliği devre dışı bırak
snackbar.locationPermissionMissing,Standortzugriff zum Vorschlagen von nahegelegenen Orten erforderlich,
snackbar.pushNotificationPermissionMissing,Berechtigungen zum Senden von Push-Benachrichtigungen erforderlich,
snackbar.deactivate,Deaktivieren,
snackbar.coronaMessage,"Aktuelle, wissenschaftliche Informationen finden Sie bei der Bundeszentrale für gesundheitliche Aufklärung.",
snackbar.coronaUrl,https://www.infektionsschutz.de/coronavirus/,
snackbar.learnMore,Mehr Infos,
snackbar.dismiss,Schließen,
sprungbrett.noOffersAvailable,Keine Angebote verfügbar,Teklif yok
wohnen.noOffersAvailable,Keine Angebote verfügbar.,Teklif yok.
wohnen.values.runningServices.heating,Heizung,Isıtma
wohnen.values.runningServices.water,Wasser/Abwasser,Su/Atık Su
wohnen.values.runningServices.garbage,Müllabfuhr,Çöp toplama
wohnen.values.runningServices.chimney,Kaminkehrer,Baca temizleyicisi
wohnen.values.runningServices.other,Sonstiges,Diğer
wohnen.values.additionalServices.garage,Garage/Stellplatz,Garaj/Otopark
wohnen.values.additionalServices.other,Sonstiges,Diğer
wohnen.values.rooms.kitchen,Küche,Mutfak
wohnen.values.rooms.bath,Bad,Banyo
wohnen.values.rooms.wc,WC,Tuvalet
wohnen.values.rooms.child1,Kinderzimmer 1,Çocuk odası 1
wohnen.values.rooms.child2,Kinderzimmer 2,Çocuk odası 2
wohnen.values.rooms.child3,Kinderzimmer 3,Çocuk odası 3
wohnen.values.rooms.bed,Schlafzimmer,Yatak odası
wohnen.values.rooms.livingroom,Wohnzimmer,Oturma odası
wohnen.values.rooms.hallway,Diele,Antre
wohnen.values.rooms.store,Abstellraum,Kiler
wohnen.values.rooms.basement,Kellerraum,Depo
wohnen.values.rooms.balcony,Balkon / Terrasse,Balkon / Teras
