"key","source_language","target_language"
"error.goTo.events","Zu den Veranstaltungen","Ir a las actividades"
"error.goTo.offers","Zu den Angeboten","Ir a las ofertas"
"error.pageTitle","Fehler","Error"
"error.generalError","Ein Fehler ist aufgetreten","Se ha producido un error"
"error.languageSwitchFailedTitle","Leider ist der Sprachwechsel fehlgeschlagen.","No se ha podido cambiar el idioma."
"error.languageSwitchFailedMessage","Die ausgewählte Sprache ist nicht offline verfügbar. Eine aktive Internetverbinding ist notwendig.","El idioma seleccionado no está disponible sin conexión. Se necesita una conexión a internet activada."
"events.location","Standort","Ubicación"
"events.date","Datum","Fecha"
"events.events","Veranstaltungen","Actividades"
"events.currentlyNoEvents","Es gibt aktuell keine Veranstaltungen.","Actualmente no hay actividades."
"feedback.technicalTopics","Technische Funktionen","Funciones técnicas"
"feedback.contentOfCity","Inhalte von {{city}}","Contenidos de {{city}}"
"feedback.contentOfOffer","Angebot ""{{offer}}""","Oferta ""{{offer}}"""
"feedback.disclaimer","Kontakt und Impressum","Contacto y aviso legal"
"feedback.searchFor","Suche nach","Buscar por"
"feedback.contentOfPage","Inhalt der Seite ""{{page}}""","Contenido de la página ""{{page}}"""
"feedback.contentOfEvent","Inhalt der Veranstaltung ""{{event}}""","Contenido de la actividad ""{{event}}"""
"feedback.send","Abschicken","Enviar"
"feedback.failedSendingFeedback","Beim Senden des Feedbacks ist ein Fehler aufgetreten.","Se ha producido un error al enviar los comentarios."
"feedback.feedback","Feedback","Comentarios"
"feedback.positiveComment","Was war hilfreich?","¿Qué le ha sido de ayuda?"
"feedback.negativeComment","Was können wir besser machen?","¿Qué podemos mejorar?"
"feedback.feedbackType","Wofür ist das Feedback?","¿Para qué son los comentarios?"
"feedback.isThisSiteUseful","Ist diese Seite hilfreich?","¿Esta página sirve de ayuda?"
"feedback.useful","Hilfreich","Sirve de ayuda"
"feedback.notUseful","Nicht hilfreich","No sirve de ayuda"
"feedback.nothingFound","Es wurden leider keine passenden Ergebnisse gefunden.","No se ha encontrado ningún resultado."
"feedback.yourFeedback","Ihr Feedback...","Sus comentarios..."
"feedback.informationNotFound","Nicht das Richtige gefunden?","¿No ha encontrado lo que buscaba?"
"feedback.wantedInformation","Welche Informationen fehlen hier?","¿Qué información falta aquí?"
"feedback.feedbackSent","Feedback abgeschickt","Comentarios enviados"
"feedback.thanksMessage","Vielen Dank für Ihr Feedback. Damit helfen Sie uns, unsere Inhalte und die {{appName}}-App zu verbessern. Wir würden uns über weiteres Feedback freuen.","Muchas gracias por sus comentarios. Con ellos nos ayuda a mejorar nuestros contenidos y la app {{appName}}. Le invitamos a enviarnos más comentarios."
"feedback.close","Schließen","Cerrar"
"feedback.negativeRating","Diese Seite ist nicht hilfreich","Esta página no sirve de ayuda"
"feedback.positiveRating","Diese Seite ist hilfreich","Esta página sirve de ayuda"
"intro.integreat","{{appName}}","{{appName}}"
"intro.integreatDescription","{{appName}} ist Ihr digitaler Guide für Deutschland","{{appName}} es su guía digital para Alemania"
"intro.search","Suche","Buscar"
"intro.searchDescription","Anhand von Schlagwörtern schnell die richtige Information finden","Encuentre rápidamente la información correcta utilizando palabras clave"
"intro.languageChange","Sprachwechsel","Cambio de idioma"
"intro.languageChangeDescription","Einfaches Umstellen der Sprache einzelner Seiten","Cambie fácilmente el idioma de las páginas individuales"
"intro.events","Veranstaltungen","Actividades"
"intro.eventsDescription","Aktuelle Veranstaltungen und Termine in der Umgebung","Eventos actuales y fechas en los alrededores"
"intro.offers","Angebote","Ofertas"
"intro.offersDescription","Jobsuche, Praktikasuche und mehr in der Umgebung","Búsqueda de trabajo, búsqueda de prácticas y más en la zona"
"intro.inquiryTitle","Einstellungen","Ajustes"
"intro.inquiryIntro","Durch Klicken auf ""{{accept}}"" erlaube ich der {{appName}}-App, ...","Haciendo clic en ""{{accept}}"", acepto que la app {{appName}}..."
"intro.sentryTitle","App-Stabilität","Estabilidad de la app"
"intro.sentryCondition","... mit dem automatischen Senden von Absturzberichten {{appName}} zu verbessern","...mejore {{appName}} mediante el envío automático de informes de interrupciones del servicio"
"intro.pushNewsTitle","Push-Benachrichtigungen","Notificaciones push"
"intro.pushNewsCondition","... mir Push-Benachrichtigungen zu den neuesten lokalen Nachrichten zu senden","...me envíe notificaciones push con las últimas noticias locales"
"intro.proposeCitiesTitle","Nahegelegene Orte","Ubicaciones cercanas"
"intro.proposeCitiesCondition","... mir mithilfe meines GPS-Standortes nahegelegene Orte vorzuschlagen","...me recomiende ubicaciones cercanas empleando la ubicación GPS"
"intro.skip","Überspringen","Saltar"
"intro.next","Weiter","Seguir"
"intro.cancel","Abbrechen","Cancelar"
"intro.save","Speichern","Guardar"
"intro.customize","Anpassen","Ajustar"
"intro.decline","Ablehnen","Rechazar"
"intro.accept","Akzeptieren","Aceptar"
"intro.privacyPolicy","Datenschutzerklärung","Declaración de privacidad"
"landing.searchCity","Ort suchen","Buscar ubicación"
"landing.nearbyPlaces","Orte in der Nähe","Ubicaciones cercanas"
"landing.noNearbyPlaces","Keine Orte in der Nähe gefunden.","No se han encontrado ubicaciones cercanas."
"landing.alert","Hinweis","Aviso"
"landing.locationError","Um Orte in der Nähe anzeigen zu können, müssen Ortungsdienste aktiviert werden.","Para poder mostrar ubicaciones cercanas tiene que activarse la ubicación del dispositivo."
"landing.noPermission","Standortzugriff erforderlich","Se requiere acceso a la ubicación"
"landing.loading","Bestimme Standort...","Determine ubicación"
"landing.notAvailable","Standortbestimmung deaktiviert","Localización desactivada"
"landing.timeout","Standortbestimmung fehlgeschlagen","La localización falló"
"landing.refresh","Liste der Orte aktualisieren","Actualizar lista de ubicaciones"
"layout.imprintAndContact","Impressum und Kontakt","Aviso legal y contacto"
"layout.privacy","Datenschutz","Privacidad"
"layout.offers","Angebote","Ofertas"
"layout.localInformation","Lokale Informationen","Información local"
"layout.events","Veranstaltungen","Actividades"
"layout.noEvents","Keine Veranstaltungen","No hay actividades"
"layout.news","Nachrichten","Noticias"
"layout.noLanguages","Nicht verfügbar in anderen Sprachen","No disponible en otros idiomas"
"layout.noTranslation","Keine Übersetzung verfügbar","No hay traducción disponible"
"layout.search","Suchen","Buscar"
"layout.changeLocation","Standort wechseln","Cambiar ubicación"
"layout.changeLanguage","Sprache wechseln","Cambiar idioma"
"layout.settings","Einstellungen","Ajustes"
"layout.share","Teilen","Compartir"
"layout.cancel","Abbrechen","Cancelar"
"layout.shareMessage","Gerade gefunden: {{message}}","Acabamos de encontrar: {{message}}"
"layout.shareFailDefaultMessage","Das Teilen des Inhalts ist leider fehlgeschlagen.","No se ha podido compartir el contenido."
"layout.disclaimer","Impressum","Aviso legal"
"news.news","Nachrichten","Noticias"
"news.newsAlternative","Neuigkeiten","Novedades"
"news.localNews","Lokale Nachrichten","Noticias locales"
"news.localNewsAlternative","Lokale Neuigkeiten","Novedades locales"
"news.local","Lokal","Local  "
"news.readMore","Weiterlesen","Seguir leyendo"
"news.currentlyNoNews","Aktuell gibt es keine Nachrichten.","En la actualidad no hay noticias"
"news.currentlyNoNewsAlternative","Aktuell gibt es keine Neuigkeiten.","En la actualidad no hay novedades"
"offers.offers","Angebote","Ofertas"
"search.searchPlaceholder","Suche","Búsqueda   "
"settings.sentryTitle","App-Stabilität","Estabilidad de la app"
"settings.sentryDescription","Durch das automatische Senden von Absturzberichten die {{appName}}-App verbessern","Mejorar la app {{appName}} mediante el envío automático de informes de interrupciones del servicio"
"settings.pushNewsTitle","Push-Benachrichtigungen","Notificaciones push"
"settings.pushNewsDescription","Push-Benachrichtigungen für die neuesten lokalen Nachrichten erhalten","Recibir notificaciones push con las últimas noticias locales"
"settings.proposeCitiesTitle","Nahegelegene Orte","Ubicaciones cercanas"
"settings.proposeCitiesDescription","Mithilfe des GPS-Standortes Vorschläge für nahegelegene Orte erhalten","Recibir recomendaciones de ubicaciones cercanas empleando la ubicación GPS"
"settings.about","Über {{appName}}","Acerca de {{appName}}"
"settings.privacyPolicy","Datenschutzerklärung","Declaración de privacidad"
"settings.version","Version: {{version}}","Versión: {{version}}"
"settings.openSourceLicenses","Open-Source-Lizenzen","Licencias de fuente abierta"
"snackbar.grantPermission","Erlauben","Permitir"
"snackbar.deactivateFeature","Feature deaktivieren","Desactivar función"
"snackbar.locationPermissionMissing","Standortzugriff zum Vorschlagen von nahegelegenen Orten erforderlich","Se requiere acceso a la ubicación para sugerir lugares cercanos"
"snackbar.pushNotificationPermissionMissing","Berechtigungen zum Senden von Push-Benachrichtigungen erforderlich","Permisos necesarios para enviar notificaciones push"
"snackbar.deactivate","Deaktivieren","Desactivar  "
"snackbar.coronaMessage","Aktuelle, wissenschaftliche Informationen finden Sie bei der Bundeszentrale für gesundheitliche Aufklärung.","Las informaciones actuales, científicas se encuentran en el Centro Federal de Educación para la Salud."
"snackbar.coronaUrl","https://www.infektionsschutz.de/coronavirus/","https://www.infektionsschutz.de/coronavirus/"
"snackbar.learnMore","Mehr Infos","Más información"
"snackbar.dismiss","Schließen","Cerrar"
"sprungbrett.noOffersAvailable","Keine Angebote verfügbar","No hay ofertas disponibles"
"wohnen.noOffersAvailable","Keine Angebote verfügbar.","No hay ofertas disponibles."
"wohnen.values.runningServices.heating","Heizung","Calefacción"
"wohnen.values.runningServices.water","Wasser/Abwasser","Agua/alcantarillado"
"wohnen.values.runningServices.garbage","Müllabfuhr","Recogida de basuras"
"wohnen.values.runningServices.chimney","Kaminkehrer","Deshollinador"
"wohnen.values.runningServices.other","Sonstiges","Otros"
"wohnen.values.additionalServices.garage","Garage/Stellplatz","Garaje/aparcamiento"
"wohnen.values.additionalServices.other","Sonstiges","Otros"
"wohnen.values.rooms.kitchen","Küche","Cocina"
"wohnen.values.rooms.bath","Bad","Cuarto de baño"
"wohnen.values.rooms.wc","WC","Aseo"
"wohnen.values.rooms.child1","Kinderzimmer 1","Habitación infantil 1"
"wohnen.values.rooms.child2","Kinderzimmer 2","Habitación infantil 2"
"wohnen.values.rooms.child3","Kinderzimmer 3","Habitación infantil 3"
"wohnen.values.rooms.bed","Schlafzimmer","Dormitorio"
"wohnen.values.rooms.livingroom","Wohnzimmer","Salón"
"wohnen.values.rooms.hallway","Diele","Vestíbulo"
"wohnen.values.rooms.store","Abstellraum","Trastero"
"wohnen.values.rooms.basement","Kellerraum","Sótano"
"wohnen.values.rooms.balcony","Balkon / Terrasse","Balcón/terraza"
